n,graph_id,graph_name,setting,init_default,mutation_default,fitness_default,trial,seed,success,longest_path
30,5,Random_n30_5,zero,0.0,0.0,0.0,2,1401,1,30
30,5,Random_n30_5,zero,0.0,0.0,0.0,3,1402,1,30
30,5,Random_n30_5,zero,0.0,0.0,0.0,4,1403,0,29
30,5,Random_n30_5,zero,0.0,0.0,0.0,5,1404,1,30
30,5,Random_n30_5,zero,0.0,0.0,0.0,6,1405,0,28
30,5,Random_n30_5,zero,0.0,0.0,0.0,7,1406,0,28
30,5,Random_n30_5,zero,0.0,0.0,0.0,8,1407,1,30
30,5,Random_n30_5,zero,0.0,0.0,0.0,9,1408,1,30
30,5,Random_n30_5,zero,0.0,0.0,0.0,10,1409,1,30
30,5,Random_n30_5,mixed,0.5,0.5,0.0,1,1400,1,30
30,5,Random_n30_5,mixed,0.5,0.5,0.0,2,1401,0,30
30,5,Random_n30_5,mixed,0.5,0.5,0.0,3,1402,1,30
30,5,Random_n30_5,mixed,0.5,0.5,0.0,4,1403,1,30
30,5,Random_n30_5,mixed,0.5,0.5,0.0,5,1404,1,30
30,5,Random_n30_5,mixed,0.5,0.5,0.0,6,1405,0,28
30,5,Random_n30_5,mixed,0.5,0.5,0.0,7,1406,0,28
30,5,Random_n30_5,mixed,0.5,0.5,0.0,8,1407,1,30
30,5,Random_n30_5,mixed,0.5,0.5,0.0,9,1408,1,30
30,5,Random_n30_5,mixed,0.5,0.5,0.0,10,1409,0,30
30,6,Random_n30_6,zero,0.0,0.0,0.0,1,1500,0,30
30,6,Random_n30_6,zero,0.0,0.0,0.0,2,1501,1,30
30,6,Random_n30_6,zero,0.0,0.0,0.0,3,1502,1,30
30,6,Random_n30_6,zero,0.0,0.0,0.0,4,1503,1,30
30,6,Random_n30_6,zero,0.0,0.0,0.0,5,1504,0,26
30,6,Random_n30_6,zero,0.0,0.0,0.0,6,1505,1,30
30,6,Random_n30_6,zero,0.0,0.0,0.0,7,1506,1,30
30,6,Random_n30_6,zero,0.0,0.0,0.0,8,1507,1,30
30,6,Random_n30_6,zero,0.0,0.0,0.0,9,1508,1,30
30,6,Random_n30_6,zero,0.0,0.0,0.0,10,1509,1,30
30,6,Random_n30_6,mixed,0.5,0.5,0.0,1,1500,0,30
30,6,Random_n30_6,mixed,0.5,0.5,0.0,2,1501,1,30
30,6,Random_n30_6,mixed,0.5,0.5,0.0,3,1502,1,30
30,6,Random_n30_6,mixed,0.5,0.5,0.0,4,1503,1,30
30,6,Random_n30_6,mixed,0.5,0.5,0.0,5,1504,1,30
30,6,Random_n30_6,mixed,0.5,0.5,0.0,6,1505,0,28
30,6,Random_n30_6,mixed,0.5,0.5,0.0,7,1506,1,30
30,6,Random_n30_6,mixed,0.5,0.5,0.0,8,1507,1,30
30,6,Random_n30_6,mixed,0.5,0.5,0.0,9,1508,1,30
30,6,Random_n30_6,mixed,0.5,0.5,0.0,10,1509,0,25
30,7,Random_n30_7,zero,0.0,0.0,0.0,1,1600,1,30
30,7,Random_n30_7,zero,0.0,0.0,0.0,2,1601,0,30
30,7,Random_n30_7,zero,0.0,0.0,0.0,3,1602,1,30
30,7,Random_n30_7,zero,0.0,0.0,0.0,4,1603,1,30
30,7,Random_n30_7,zero,0.0,0.0,0.0,5,1604,1,30
30,7,Random_n30_7,zero,0.0,0.0,0.0,6,1605,1,30
30,7,Random_n30_7,zero,0.0,0.0,0.0,7,1606,0,28
30,7,Random_n30_7,zero,0.0,0.0,0.0,8,1607,1,30
30,7,Random_n30_7,zero,0.0,0.0,0.0,9,1608,1,30
30,7,Random_n30_7,zero,0.0,0.0,0.0,10,1609,1,30
30,7,Random_n30_7,mixed,0.5,0.5,0.0,1,1600,1,30
30,7,Random_n30_7,mixed,0.5,0.5,0.0,2,1601,1,30
30,7,Random_n30_7,mixed,0.5,0.5,0.0,3,1602,1,30
30,7,Random_n30_7,mixed,0.5,0.5,0.0,4,1603,1,30
30,7,Random_n30_7,mixed,0.5,0.5,0.0,5,1604,1,30
30,7,Random_n30_7,mixed,0.5,0.5,0.0,6,1605,1,30
30,7,Random_n30_7,mixed,0.5,0.5,0.0,7,1606,1,30
30,7,Random_n30_7,mixed,0.5,0.5,0.0,8,1607,1,30
30,7,Random_n30_7,mixed,0.5,0.5,0.0,9,1608,1,30
30,7,Random_n30_7,mixed,0.5,0.5,0.0,10,1609,1,30
30,8,Random_n30_8,zero,0.0,0.0,0.0,1,1700,0,29
30,8,Random_n30_8,zero,0.0,0.0,0.0,2,1701,0,30
30,8,Random_n30_8,zero,0.0,0.0,0.0,3,1702,1,30
30,8,Random_n30_8,zero,0.0,0.0,0.0,4,1703,0,28
30,8,Random_n30_8,zero,0.0,0.0,0.0,5,1704,1,30
30,8,Random_n30_8,zero,0.0,0.0,0.0,6,1705,1,30
30,8,Random_n30_8,zero,0.0,0.0,0.0,7,1706,1,30
30,8,Random_n30_8,zero,0.0,0.0,0.0,8,1707,1,30
30,8,Random_n30_8,zero,0.0,0.0,0.0,9,1708,0,30
30,8,Random_n30_8,zero,0.0,0.0,0.0,10,1709,0,22
30,8,Random_n30_8,mixed,0.5,0.5,0.0,1,1700,1,30
30,8,Random_n30_8,mixed,0.5,0.5,0.0,2,1701,1,30
30,8,Random_n30_8,mixed,0.5,0.5,0.0,3,1702,1,30
30,8,Random_n30_8,mixed,0.5,0.5,0.0,4,1703,0,28
30,8,Random_n30_8,mixed,0.5,0.5,0.0,5,1704,1,30
30,8,Random_n30_8,mixed,0.5,0.5,0.0,6,1705,1,30
30,8,Random_n30_8,mixed,0.5,0.5,0.0,7,1706,0,29
30,8,Random_n30_8,mixed,0.5,0.5,0.0,8,1707,1,30
30,8,Random_n30_8,mixed,0.5,0.5,0.0,9,1708,1,30
30,8,Random_n30_8,mixed,0.5,0.5,0.0,10,1709,1,30
30,9,Random_n30_9,zero,0.0,0.0,0.0,1,1800,1,30
30,9,Random_n30_9,zero,0.0,0.0,0.0,2,1801,1,30
30,9,Random_n30_9,zero,0.0,0.0,0.0,3,1802,1,30
30,9,Random_n30_9,zero,0.0,0.0,0.0,4,1803,1,30
30,9,Random_n30_9,zero,0.0,0.0,0.0,5,1804,1,30
30,9,Random_n30_9,zero,0.0,0.0,0.0,6,1805,1,30
30,9,Random_n30_9,zero,0.0,0.0,0.0,7,1806,1,30
30,9,Random_n30_9,zero,0.0,0.0,0.0,8,1807,1,30
30,9,Random_n30_9,zero,0.0,0.0,0.0,9,1808,1,30
30,9,Random_n30_9,zero,0.0,0.0,0.0,10,1809,1,30
30,9,Random_n30_9,mixed,0.5,0.5,0.0,1,1800,1,30
30,9,Random_n30_9,mixed,0.5,0.5,0.0,2,1801,0,30
30,9,Random_n30_9,mixed,0.5,0.5,0.0,3,1802,1,30
30,9,Random_n30_9,mixed,0.5,0.5,0.0,4,1803,1,30
30,9,Random_n30_9,mixed,0.5,0.5,0.0,5,1804,1,30
30,9,Random_n30_9,mixed,0.5,0.5,0.0,6,1805,1,30
30,9,Random_n30_9,mixed,0.5,0.5,0.0,7,1806,1,30
30,9,Random_n30_9,mixed,0.5,0.5,0.0,8,1807,0,28
30,9,Random_n30_9,mixed,0.5,0.5,0.0,9,1808,1,30
30,9,Random_n30_9,mixed,0.5,0.5,0.0,10,1809,1,30
30,10,Random_n30_10,zero,0.0,0.0,0.0,1,1900,1,30
30,10,Random_n30_10,zero,0.0,0.0,0.0,2,1901,1,30
30,10,Random_n30_10,zero,0.0,0.0,0.0,3,1902,1,30
30,10,Random_n30_10,zero,0.0,0.0,0.0,4,1903,0,29
30,10,Random_n30_10,zero,0.0,0.0,0.0,5,1904,1,30
30,10,Random_n30_10,zero,0.0,0.0,0.0,6,1905,0,29
30,10,Random_n30_10,zero,0.0,0.0,0.0,7,1906,0,29
30,10,Random_n30_10,zero,0.0,0.0,0.0,8,1907,0,30
30,10,Random_n30_10,zero,0.0,0.0,0.0,9,1908,1,30
30,10,Random_n30_10,zero,0.0,0.0,0.0,10,1909,1,30
30,10,Random_n30_10,mixed,0.5,0.5,0.0,1,1900,0,28
30,10,Random_n30_10,mixed,0.5,0.5,0.0,2,1901,1,30
30,10,Random_n30_10,mixed,0.5,0.5,0.0,3,1902,1,30
30,10,Random_n30_10,mixed,0.5,0.5,0.0,4,1903,1,30
30,10,Random_n30_10,mixed,0.5,0.5,0.0,5,1904,0,28
30,10,Random_n30_10,mixed,0.5,0.5,0.0,6,1905,1,30
30,10,Random_n30_10,mixed,0.5,0.5,0.0,7,1906,0,29
30,10,Random_n30_10,mixed,0.5,0.5,0.0,8,1907,1,30
30,10,Random_n30_10,mixed,0.5,0.5,0.0,9,1908,0,28
30,10,Random_n30_10,mixed,0.5,0.5,0.0,10,1909,0,27
30,11,Random_n30_11,zero,0.0,0.0,0.0,1,2000,0,30
30,11,Random_n30_11,zero,0.0,0.0,0.0,2,2001,1,30
30,11,Random_n30_11,zero,0.0,0.0,0.0,3,2002,0,21
30,11,Random_n30_11,zero,0.0,0.0,0.0,4,2003,1,30
30,11,Random_n30_11,zero,0.0,0.0,0.0,5,2004,0,18
30,11,Random_n30_11,zero,0.0,0.0,0.0,6,2005,1,30
30,11,Random_n30_11,zero,0.0,0.0,0.0,7,2006,1,30
30,11,Random_n30_11,zero,0.0,0.0,0.0,8,2007,1,30
30,11,Random_n30_11,zero,0.0,0.0,0.0,9,2008,1,30
30,11,Random_n30_11,zero,0.0,0.0,0.0,10,2009,0,29
30,11,Random_n30_11,mixed,0.5,0.5,0.0,1,2000,0,30
30,11,Random_n30_11,mixed,0.5,0.5,0.0,2,2001,1,30
30,11,Random_n30_11,mixed,0.5,0.5,0.0,3,2002,1,30
30,11,Random_n30_11,mixed,0.5,0.5,0.0,4,2003,1,30
30,11,Random_n30_11,mixed,0.5,0.5,0.0,5,2004,0,28
30,11,Random_n30_11,mixed,0.5,0.5,0.0,6,2005,0,29
30,11,Random_n30_11,mixed,0.5,0.5,0.0,7,2006,1,30
30,11,Random_n30_11,mixed,0.5,0.5,0.0,8,2007,1,30
30,11,Random_n30_11,mixed,0.5,0.5,0.0,9,2008,1,30
30,11,Random_n30_11,mixed,0.5,0.5,0.0,10,2009,1,30
30,12,Random_n30_12,zero,0.0,0.0,0.0,1,2100,0,27
30,12,Random_n30_12,zero,0.0,0.0,0.0,2,2101,1,30
30,12,Random_n30_12,zero,0.0,0.0,0.0,3,2102,1,30
30,12,Random_n30_12,zero,0.0,0.0,0.0,4,2103,1,30
30,12,Random_n30_12,zero,0.0,0.0,0.0,5,2104,1,30
30,12,Random_n30_12,zero,0.0,0.0,0.0,6,2105,1,30
30,12,Random_n30_12,zero,0.0,0.0,0.0,7,2106,1,30
30,12,Random_n30_12,zero,0.0,0.0,0.0,8,2107,1,30
30,12,Random_n30_12,zero,0.0,0.0,0.0,9,2108,1,30
30,12,Random_n30_12,zero,0.0,0.0,0.0,10,2109,1,30
30,12,Random_n30_12,mixed,0.5,0.5,0.0,1,2100,1,30
30,12,Random_n30_12,mixed,0.5,0.5,0.0,2,2101,1,30
30,12,Random_n30_12,mixed,0.5,0.5,0.0,3,2102,1,30
30,12,Random_n30_12,mixed,0.5,0.5,0.0,4,2103,1,30
30,12,Random_n30_12,mixed,0.5,0.5,0.0,5,2104,1,30
30,12,Random_n30_12,mixed,0.5,0.5,0.0,6,2105,1,30
30,12,Random_n30_12,mixed,0.5,0.5,0.0,7,2106,1,30
30,12,Random_n30_12,mixed,0.5,0.5,0.0,8,2107,1,30
30,12,Random_n30_12,mixed,0.5,0.5,0.0,9,2108,1,30
30,12,Random_n30_12,mixed,0.5,0.5,0.0,10,2109,1,30
30,13,Random_n30_13,zero,0.0,0.0,0.0,1,2200,1,30
30,13,Random_n30_13,zero,0.0,0.0,0.0,2,2201,1,30
30,13,Random_n30_13,zero,0.0,0.0,0.0,3,2202,1,30
30,13,Random_n30_13,zero,0.0,0.0,0.0,4,2203,1,30
30,13,Random_n30_13,zero,0.0,0.0,0.0,5,2204,1,30
30,13,Random_n30_13,zero,0.0,0.0,0.0,6,2205,0,27
30,13,Random_n30_13,zero,0.0,0.0,0.0,7,2206,1,30
30,13,Random_n30_13,zero,0.0,0.0,0.0,8,2207,0,30
30,13,Random_n30_13,zero,0.0,0.0,0.0,9,2208,0,30
30,13,Random_n30_13,zero,0.0,0.0,0.0,10,2209,1,30
30,13,Random_n30_13,mixed,0.5,0.5,0.0,1,2200,0,30
30,13,Random_n30_13,mixed,0.5,0.5,0.0,2,2201,0,30
30,13,Random_n30_13,mixed,0.5,0.5,0.0,3,2202,0,22
30,13,Random_n30_13,mixed,0.5,0.5,0.0,4,2203,0,27
30,13,Random_n30_13,mixed,0.5,0.5,0.0,5,2204,0,29
30,13,Random_n30_13,mixed,0.5,0.5,0.0,6,2205,1,30
30,13,Random_n30_13,mixed,0.5,0.5,0.0,7,2206,1,30
30,13,Random_n30_13,mixed,0.5,0.5,0.0,8,2207,0,30
30,13,Random_n30_13,mixed,0.5,0.5,0.0,9,2208,0,30
30,13,Random_n30_13,mixed,0.5,0.5,0.0,10,2209,1,30
30,14,Random_n30_14,zero,0.0,0.0,0.0,1,2300,1,30
30,14,Random_n30_14,zero,0.0,0.0,0.0,2,2301,1,30
30,14,Random_n30_14,zero,0.0,0.0,0.0,3,2302,1,30
30,14,Random_n30_14,zero,0.0,0.0,0.0,4,2303,1,30
30,14,Random_n30_14,zero,0.0,0.0,0.0,5,2304,1,30
30,14,Random_n30_14,zero,0.0,0.0,0.0,6,2305,1,30
30,14,Random_n30_14,zero,0.0,0.0,0.0,7,2306,1,30
30,14,Random_n30_14,zero,0.0,0.0,0.0,8,2307,1,30
30,14,Random_n30_14,zero,0.0,0.0,0.0,9,2308,1,30
30,14,Random_n30_14,zero,0.0,0.0,0.0,10,2309,1,30
30,14,Random_n30_14,mixed,0.5,0.5,0.0,1,2300,0,30
30,14,Random_n30_14,mixed,0.5,0.5,0.0,2,2301,1,30
30,14,Random_n30_14,mixed,0.5,0.5,0.0,3,2302,0,29
30,14,Random_n30_14,mixed,0.5,0.5,0.0,4,2303,0,29
30,14,Random_n30_14,mixed,0.5,0.5,0.0,5,2304,1,30
30,14,Random_n30_14,mixed,0.5,0.5,0.0,6,2305,1,30
30,14,Random_n30_14,mixed,0.5,0.5,0.0,7,2306,0,30
30,14,Random_n30_14,mixed,0.5,0.5,0.0,8,2307,1,30
30,14,Random_n30_14,mixed,0.5,0.5,0.0,9,2308,1,30
30,14,Random_n30_14,mixed,0.5,0.5,0.0,10,2309,0,28
30,15,Random_n30_15,zero,0.0,0.0,0.0,1,2400,1,30
30,15,Random_n30_15,zero,0.0,0.0,0.0,2,2401,1,30
30,15,Random_n30_15,zero,0.0,0.0,0.0,3,2402,1,30
30,15,Random_n30_15,zero,0.0,0.0,0.0,4,2403,1,30
30,15,Random_n30_15,zero,0.0,0.0,0.0,5,2404,1,30
30,15,Random_n30_15,zero,0.0,0.0,0.0,6,2405,0,26
30,15,Random_n30_15,zero,0.0,0.0,0.0,7,2406,1,30
30,15,Random_n30_15,zero,0.0,0.0,0.0,8,2407,1,30
30,15,Random_n30_15,zero,0.0,0.0,0.0,9,2408,1,30
30,15,Random_n30_15,zero,0.0,0.0,0.0,10,2409,1,30
30,15,Random_n30_15,mixed,0.5,0.5,0.0,1,2400,1,30
30,15,Random_n30_15,mixed,0.5,0.5,0.0,2,2401,1,30
30,15,Random_n30_15,mixed,0.5,0.5,0.0,3,2402,1,30
30,15,Random_n30_15,mixed,0.5,0.5,0.0,4,2403,0,29
30,15,Random_n30_15,mixed,0.5,0.5,0.0,5,2404,1,30
30,15,Random_n30_15,mixed,0.5,0.5,0.0,6,2405,1,30
30,15,Random_n30_15,mixed,0.5,0.5,0.0,7,2406,1,30
30,15,Random_n30_15,mixed,0.5,0.5,0.0,8,2407,1,30
30,15,Random_n30_15,mixed,0.5,0.5,0.0,9,2408,0,29
30,15,Random_n30_15,mixed,0.5,0.5,0.0,10,2409,0,29
30,16,Random_n30_16,zero,0.0,0.0,0.0,1,2500,1,30
30,16,Random_n30_16,zero,0.0,0.0,0.0,2,2501,1,30
30,16,Random_n30_16,zero,0.0,0.0,0.0,3,2502,1,30
30,16,Random_n30_16,zero,0.0,0.0,0.0,4,2503,1,30
30,16,Random_n30_16,zero,0.0,0.0,0.0,5,2504,1,30
30,16,Random_n30_16,zero,0.0,0.0,0.0,6,2505,1,30
30,16,Random_n30_16,zero,0.0,0.0,0.0,7,2506,0,30
30,16,Random_n30_16,zero,0.0,0.0,0.0,8,2507,0,18
30,16,Random_n30_16,zero,0.0,0.0,0.0,9,2508,1,30
30,16,Random_n30_16,zero,0.0,0.0,0.0,10,2509,1,30
30,16,Random_n30_16,mixed,0.5,0.5,0.0,1,2500,1,30
30,16,Random_n30_16,mixed,0.5,0.5,0.0,2,2501,1,30
30,16,Random_n30_16,mixed,0.5,0.5,0.0,3,2502,1,30
30,16,Random_n30_16,mixed,0.5,0.5,0.0,4,2503,0,25
30,16,Random_n30_16,mixed,0.5,0.5,0.0,5,2504,0,29
30,16,Random_n30_16,mixed,0.5,0.5,0.0,6,2505,1,30
30,16,Random_n30_16,mixed,0.5,0.5,0.0,7,2506,1,30
30,16,Random_n30_16,mixed,0.5,0.5,0.0,8,2507,0,19
30,16,Random_n30_16,mixed,0.5,0.5,0.0,9,2508,1,30
30,16,Random_n30_16,mixed,0.5,0.5,0.0,10,2509,1,30
30,17,Random_n30_17,zero,0.0,0.0,0.0,1,2600,1,30
30,17,Random_n30_17,zero,0.0,0.0,0.0,2,2601,1,30
30,17,Random_n30_17,zero,0.0,0.0,0.0,3,2602,1,30
30,17,Random_n30_17,zero,0.0,0.0,0.0,4,2603,0,26
30,17,Random_n30_17,zero,0.0,0.0,0.0,5,2604,0,26
30,17,Random_n30_17,zero,0.0,0.0,0.0,6,2605,1,30
30,17,Random_n30_17,zero,0.0,0.0,0.0,7,2606,1,30
30,17,Random_n30_17,zero,0.0,0.0,0.0,8,2607,0,28
30,17,Random_n30_17,zero,0.0,0.0,0.0,9,2608,0,30
30,17,Random_n30_17,zero,0.0,0.0,0.0,10,2609,0,28
30,17,Random_n30_17,mixed,0.5,0.5,0.0,1,2600,1,30
30,17,Random_n30_17,mixed,0.5,0.5,0.0,2,2601,1,30
30,17,Random_n30_17,mixed,0.5,0.5,0.0,3,2602,1,30
30,17,Random_n30_17,mixed,0.5,0.5,0.0,4,2603,1,30
30,17,Random_n30_17,mixed,0.5,0.5,0.0,5,2604,0,26
30,17,Random_n30_17,mixed,0.5,0.5,0.0,6,2605,1,30
30,17,Random_n30_17,mixed,0.5,0.5,0.0,7,2606,1,30
30,17,Random_n30_17,mixed,0.5,0.5,0.0,8,2607,0,28
30,17,Random_n30_17,mixed,0.5,0.5,0.0,9,2608,0,30
30,17,Random_n30_17,mixed,0.5,0.5,0.0,10,2609,1,30
30,18,Random_n30_18,zero,0.0,0.0,0.0,1,2700,0,30
30,18,Random_n30_18,zero,0.0,0.0,0.0,2,2701,1,30
30,18,Random_n30_18,zero,0.0,0.0,0.0,3,2702,0,29
30,18,Random_n30_18,zero,0.0,0.0,0.0,4,2703,0,23
30,18,Random_n30_18,zero,0.0,0.0,0.0,5,2704,0,29
30,18,Random_n30_18,zero,0.0,0.0,0.0,6,2705,0,19
30,18,Random_n30_18,zero,0.0,0.0,0.0,7,2706,1,30
30,18,Random_n30_18,zero,0.0,0.0,0.0,8,2707,1,30
30,18,Random_n30_18,zero,0.0,0.0,0.0,9,2708,0,23
30,18,Random_n30_18,zero,0.0,0.0,0.0,10,2709,0,30
30,18,Random_n30_18,mixed,0.5,0.5,0.0,1,2700,0,30
30,18,Random_n30_18,mixed,0.5,0.5,0.0,2,2701,1,30
30,18,Random_n30_18,mixed,0.5,0.5,0.0,3,2702,0,29
30,18,Random_n30_18,mixed,0.5,0.5,0.0,4,2703,0,23
30,18,Random_n30_18,mixed,0.5,0.5,0.0,5,2704,1,30
30,18,Random_n30_18,mixed,0.5,0.5,0.0,6,2705,0,18
30,18,Random_n30_18,mixed,0.5,0.5,0.0,7,2706,1,30
30,18,Random_n30_18,mixed,0.5,0.5,0.0,8,2707,0,27
30,18,Random_n30_18,mixed,0.5,0.5,0.0,9,2708,0,16
30,18,Random_n30_18,mixed,0.5,0.5,0.0,10,2709,0,30
30,19,Random_n30_19,zero,0.0,0.0,0.0,1,2800,0,29
30,19,Random_n30_19,zero,0.0,0.0,0.0,2,2801,0,30
30,19,Random_n30_19,zero,0.0,0.0,0.0,3,2802,1,30
30,19,Random_n30_19,zero,0.0,0.0,0.0,4,2803,0,28
30,19,Random_n30_19,zero,0.0,0.0,0.0,5,2804,1,30
30,19,Random_n30_19,zero,0.0,0.0,0.0,6,2805,1,30
30,19,Random_n30_19,zero,0.0,0.0,0.0,7,2806,1,30
30,19,Random_n30_19,zero,0.0,0.0,0.0,8,2807,0,30
30,19,Random_n30_19,zero,0.0,0.0,0.0,9,2808,1,30
30,19,Random_n30_19,zero,0.0,0.0,0.0,10,2809,1,30
30,19,Random_n30_19,mixed,0.5,0.5,0.0,1,2800,1,30
30,19,Random_n30_19,mixed,0.5,0.5,0.0,2,2801,0,30
30,19,Random_n30_19,mixed,0.5,0.5,0.0,3,2802,1,30
30,19,Random_n30_19,mixed,0.5,0.5,0.0,4,2803,0,28
30,19,Random_n30_19,mixed,0.5,0.5,0.0,5,2804,1,30
30,19,Random_n30_19,mixed,0.5,0.5,0.0,6,2805,0,29
30,19,Random_n30_19,mixed,0.5,0.5,0.0,7,2806,1,30
30,19,Random_n30_19,mixed,0.5,0.5,0.0,8,2807,0,30
30,19,Random_n30_19,mixed,0.5,0.5,0.0,9,2808,1,30
30,19,Random_n30_19,mixed,0.5,0.5,0.0,10,2809,1,30
30,20,Random_n30_20,zero,0.0,0.0,0.0,1,2900,0,29
30,20,Random_n30_20,zero,0.0,0.0,0.0,2,2901,0,23
30,20,Random_n30_20,zero,0.0,0.0,0.0,3,2902,0,30
30,20,Random_n30_20,zero,0.0,0.0,0.0,4,2903,0,29
30,20,Random_n30_20,zero,0.0,0.0,0.0,5,2904,0,26
30,20,Random_n30_20,zero,0.0,0.0,0.0,6,2905,0,28
30,20,Random_n30_20,zero,0.0,0.0,0.0,7,2906,0,24
30,20,Random_n30_20,zero,0.0,0.0,0.0,8,2907,0,18
30,20,Random_n30_20,zero,0.0,0.0,0.0,9,2908,0,29
30,20,Random_n30_20,zero,0.0,0.0,0.0,10,2909,0,24
30,20,Random_n30_20,mixed,0.5,0.5,0.0,1,2900,0,29
30,20,Random_n30_20,mixed,0.5,0.5,0.0,2,2901,0,23
30,20,Random_n30_20,mixed,0.5,0.5,0.0,3,2902,0,29
30,20,Random_n30_20,mixed,0.5,0.5,0.0,4,2903,0,29
30,20,Random_n30_20,mixed,0.5,0.5,0.0,5,2904,0,26
30,20,Random_n30_20,mixed,0.5,0.5,0.0,6,2905,0,28
30,20,Random_n30_20,mixed,0.5,0.5,0.0,7,2906,0,27
30,20,Random_n30_20,mixed,0.5,0.5,0.0,8,2907,0,27
30,20,Random_n30_20,mixed,0.5,0.5,0.0,9,2908,0,29
30,20,Random_n30_20,mixed,0.5,0.5,0.0,10,2909,0,23
