Graph Name,Graph Type,Graph Size,Graph Seed,Trial,Trial Seed,Algorithm,Success,Path Length,Longest Path Length,Time (seconds),Generations,GBS Used
Random_n15_11,Random,15,1192,4,35270926,SourceResolved-GA,0,9,9,0.2895188331604004,200,True
Random_n15_11,Random,15,1192,5,35270927,SourceResolved-GA,0,10,10,0.2958102226257324,200,True
Random_n15_11,Random,15,1192,6,35270928,SourceResolved-GA,0,12,12,0.2913353443145752,200,True
Random_n15_11,Random,15,1192,7,35270929,SourceResolved-GA,0,8,8,0.29387569427490234,200,True
Random_n15_11,Random,15,1192,8,35270930,SourceResolved-GA,0,8,8,0.29030370712280273,200,True
Random_n15_11,Random,15,1192,9,35270931,SourceResolved-GA,0,14,14,0.29599690437316895,200,True
Random_n15_11,Random,15,1192,0,35270922,MS-SourceResolved-GA,0,9,9,0.28217053413391113,150,True
Random_n15_11,Random,15,1192,1,35270923,MS-SourceResolved-GA,0,9,9,0.2855358123779297,150,True
Random_n15_11,Random,15,1192,2,35270924,MS-SourceResolved-GA,0,13,13,0.2834813594818115,150,True
Random_n15_11,Random,15,1192,3,35270925,MS-SourceResolved-GA,0,7,7,0.28485965728759766,150,True
Random_n15_11,Random,15,1192,4,35270926,MS-SourceResolved-GA,0,11,11,0.28435754776000977,150,True
Random_n15_11,Random,15,1192,5,35270927,MS-SourceResolved-GA,0,10,10,0.2856123447418213,150,True
Random_n15_11,Random,15,1192,6,35270928,MS-SourceResolved-GA,0,11,11,0.2830953598022461,150,True
Random_n15_11,Random,15,1192,7,35270929,MS-SourceResolved-GA,0,8,8,0.2864363193511963,150,True
Random_n15_11,Random,15,1192,8,35270930,MS-SourceResolved-GA,0,14,14,0.28324222564697266,150,True
Random_n15_11,Random,15,1192,9,35270931,MS-SourceResolved-GA,0,6,6,0.2821998596191406,150,True
Random_n15_12,Random,15,1292,0,35271922,SourceResolved-GA,1,15,15,0.0015218257904052734,0,True
Random_n15_12,Random,15,1292,1,35271923,SourceResolved-GA,1,15,15,0.016705036163330078,10,True
Random_n15_12,Random,15,1292,2,35271924,SourceResolved-GA,1,15,15,0.0015156269073486328,0,True
Random_n15_12,Random,15,1292,3,35271925,SourceResolved-GA,1,15,15,0.001491546630859375,0,True
Random_n15_12,Random,15,1292,4,35271926,SourceResolved-GA,1,15,15,0.0015172958374023438,0,True
Random_n15_12,Random,15,1292,5,35271927,SourceResolved-GA,1,15,15,0.01815176010131836,11,True
Random_n15_12,Random,15,1292,6,35271928,SourceResolved-GA,1,15,15,0.001495361328125,0,True
Random_n15_12,Random,15,1292,7,35271929,SourceResolved-GA,0,14,14,0.2988259792327881,200,True
Random_n15_12,Random,15,1292,8,35271930,SourceResolved-GA,1,15,15,0.011751413345336914,7,True
Random_n15_12,Random,15,1292,9,35271931,SourceResolved-GA,1,15,15,0.0014917850494384766,0,True
Random_n15_12,Random,15,1292,0,35271922,MS-SourceResolved-GA,1,15,15,0.06361913681030273,0,True
Random_n15_12,Random,15,1292,1,35271923,MS-SourceResolved-GA,1,15,15,0.013271808624267578,21,True
Random_n15_12,Random,15,1292,2,35271924,MS-SourceResolved-GA,1,15,15,0.015770673751831055,25,True
Random_n15_12,Random,15,1292,3,35271925,MS-SourceResolved-GA,1,15,15,0.010832071304321289,17,True
Random_n15_12,Random,15,1292,4,35271926,MS-SourceResolved-GA,1,15,15,0.013933658599853516,22,True
Random_n15_12,Random,15,1292,5,35271927,MS-SourceResolved-GA,1,15,15,0.015305280685424805,24,True
Random_n15_12,Random,15,1292,6,35271928,MS-SourceResolved-GA,1,15,15,0.012771129608154297,20,True
Random_n15_12,Random,15,1292,7,35271929,MS-SourceResolved-GA,1,15,15,0.018860816955566406,30,True
Random_n15_12,Random,15,1292,8,35271930,MS-SourceResolved-GA,1,15,15,0.018224716186523438,29,True
Random_n15_12,Random,15,1292,9,35271931,MS-SourceResolved-GA,1,15,15,0.015820026397705078,25,True
Random_n15_13,Random,15,1392,0,35272922,SourceResolved-GA,1,15,15,0.0015099048614501953,0,True
Random_n15_13,Random,15,1392,1,35272923,SourceResolved-GA,1,15,15,0.001478433609008789,0,True
Random_n15_13,Random,15,1392,2,35272924,SourceResolved-GA,0,13,13,0.2972986698150635,200,True
Random_n15_13,Random,15,1392,3,35272925,SourceResolved-GA,0,10,10,0.30140185356140137,200,True
Random_n15_13,Random,15,1392,4,35272926,SourceResolved-GA,0,12,12,0.294055700302124,200,True
Random_n15_13,Random,15,1392,5,35272927,SourceResolved-GA,0,14,14,0.29784226417541504,200,True
Random_n15_13,Random,15,1392,6,35272928,SourceResolved-GA,1,15,15,0.0015025138854980469,0,True
Random_n15_13,Random,15,1392,7,35272929,SourceResolved-GA,0,15,15,0.29496216773986816,200,True
Random_n15_13,Random,15,1392,8,35272930,SourceResolved-GA,0,12,12,0.29520273208618164,200,True
Random_n15_13,Random,15,1392,9,35272931,SourceResolved-GA,1,15,15,0.019457101821899414,12,True
Random_n15_13,Random,15,1392,0,35272922,MS-SourceResolved-GA,0,15,15,0.283524751663208,150,True
Random_n15_13,Random,15,1392,1,35272923,MS-SourceResolved-GA,1,15,15,0.09985065460205078,24,True
Random_n15_13,Random,15,1392,2,35272924,MS-SourceResolved-GA,1,15,15,0.10625576972961426,28,True
Random_n15_13,Random,15,1392,3,35272925,MS-SourceResolved-GA,1,15,15,0.06451416015625,0,True
Random_n15_13,Random,15,1392,4,35272926,MS-SourceResolved-GA,1,15,15,0.06408548355102539,0,True
Random_n15_13,Random,15,1392,5,35272927,MS-SourceResolved-GA,1,15,15,0.0717771053314209,5,True
Random_n15_13,Random,15,1392,6,35272928,MS-SourceResolved-GA,0,13,13,0.28565263748168945,150,True
Random_n15_13,Random,15,1392,7,35272929,MS-SourceResolved-GA,1,15,15,0.06386375427246094,0,True
Random_n15_13,Random,15,1392,8,35272930,MS-SourceResolved-GA,1,15,15,0.0863039493560791,15,True
Random_n15_13,Random,15,1392,9,35272931,MS-SourceResolved-GA,1,15,15,0.07789349555969238,9,True
Random_n15_14,Random,15,1492,0,35273922,SourceResolved-GA,0,14,14,0.2968597412109375,200,True
