Graph Name,Graph Size,graph_seed,sampler_rng_seed,num_shots,accepted_samples,acceptance_rate%,mean_pairs_theory,subgraph_size_distribution,code_version
Random_n25_17,25,1892,1892,500,103,20.6,2.4993,"4:1, 5:17, 6:45, 7:11, 8:12, 9:5, 10:9, 11:1, 12:1, 13:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_18,25,1992,1992,500,91,18.2,2.2986,"5:21, 6:43, 7:7, 8:11, 9:2, 10:6, 11:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_19,25,2092,2092,500,115,23.0,2.4644,"5:25, 6:36, 7:16, 8:20, 9:6, 10:8, 11:3, 12:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_20,25,2192,2192,500,103,20.6,2.539,"4:2, 5:18, 6:53, 7:10, 8:10, 9:1, 10:5, 11:2, 12:1, 13:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_1,25,292,292,500,117,23.4,2.6647,"4:2, 5:15, 6:46, 7:20, 8:19, 9:4, 10:4, 11:4, 12:1, 14:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_2,25,392,392,500,110,22.0,2.4828,"4:2, 5:21, 6:45, 7:11, 8:17, 9:5, 10:9",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_3,25,492,492,500,114,22.8,2.6325,"4:3, 5:27, 6:40, 7:10, 8:17, 9:9, 10:4, 11:2, 12:1, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_4,25,592,592,500,90,18.0,2.1794,"5:18, 6:41, 7:12, 8:11, 9:2, 10:1, 11:3, 14:1, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_9,25,1092,1092,500,101,20.2,2.425,"5:23, 6:34, 7:21, 8:14, 9:7, 11:1, 13:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_10,25,1192,1192,500,118,23.6,2.635,"5:26, 6:56, 7:13, 8:11, 9:7, 10:3, 11:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_11,25,1292,1292,500,99,19.8,2.3619,"4:2, 5:26, 6:30, 7:8, 8:18, 9:5, 10:8, 11:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_12,25,1392,1392,500,86,17.2,2.4045,"4:2, 5:15, 6:38, 7:11, 8:11, 9:3, 10:4, 12:1, 13:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n20_45,20,4642,4642,500,102,20.4,2.6021,"4:6, 5:23, 6:40, 7:11, 8:9, 9:10, 10:2, 11:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n20_46,20,4742,4742,500,96,19.2,2.4212,"4:1, 5:23, 6:38, 7:14, 8:13, 9:2, 10:4, 11:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n20_47,20,4842,4842,500,75,15.0,2.6365,"3:1, 5:10, 6:32, 7:9, 8:16, 9:4, 10:1, 11:1, 12:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n20_48,20,4942,4942,500,84,16.8,2.3991,"4:2, 5:18, 6:29, 7:11, 8:15, 9:3, 10:3, 11:2, 12:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_49,25,5092,5092,500,83,16.6,2.2891,"4:1, 5:15, 6:33, 7:10, 8:13, 9:5, 10:6",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_50,25,5192,5192,500,92,18.4,2.2922,"4:2, 5:15, 6:39, 7:3, 8:18, 9:6, 10:6, 11:3",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_51,25,5292,5292,500,102,20.4,2.3468,"4:1, 5:20, 6:46, 7:8, 8:14, 9:7, 10:4, 11:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_52,25,5392,5392,500,108,21.6,2.4912,"4:3, 5:16, 6:39, 7:21, 8:15, 9:5, 10:7, 11:1, 12:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_37,25,3892,3892,500,81,16.2,2.5388,"4:1, 5:19, 6:38, 7:5, 8:10, 9:4, 10:2, 12:1, 13:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_38,25,3992,3992,500,99,19.8,2.4004,"4:1, 5:15, 6:47, 7:15, 8:10, 9:5, 10:4, 12:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_39,25,4092,4092,500,118,23.6,2.5242,"4:2, 5:21, 6:45, 7:16, 8:21, 9:5, 10:4, 11:1, 12:2, 13:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_40,25,4192,4192,500,100,20.0,2.4095,"4:3, 5:16, 6:34, 7:10, 8:23, 9:9, 10:1, 11:1, 12:1, 13:1, 17:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_13,25,1492,1492,500,92,18.4,2.3441,"4:1, 5:14, 6:36, 7:11, 8:16, 9:9, 10:3, 11:1, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_14,25,1592,1592,500,100,20.0,2.4093,"4:2, 5:20, 6:38, 7:12, 8:15, 9:7, 10:2, 11:4",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_15,25,1692,1692,500,112,22.4,2.5891,"4:1, 5:22, 6:44, 7:11, 8:13, 9:13, 10:5, 11:2, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_16,25,1792,1792,500,93,18.6,2.4981,"4:2, 5:15, 6:34, 7:11, 8:17, 9:4, 10:9, 11:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_33,25,3492,3492,500,99,19.8,2.4082,"4:1, 5:20, 6:40, 7:9, 8:13, 9:7, 10:3, 11:3, 12:2, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_34,25,3592,3592,500,116,23.2,2.4036,"4:3, 5:16, 6:45, 7:14, 8:25, 9:3, 10:4, 11:3, 12:1, 13:1, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_35,25,3692,3692,500,114,22.8,2.4364,"4:2, 5:20, 6:54, 7:5, 8:10, 9:11, 10:9, 11:1, 12:1, 13:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_36,25,3792,3792,500,98,19.6,2.4175,"5:10, 6:47, 7:14, 8:12, 9:6, 10:5, 11:1, 12:2, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_45,25,4692,4692,500,102,20.4,2.4621,"5:14, 6:51, 7:9, 8:15, 9:6, 10:4, 11:2, 12:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_46,25,4792,4792,500,100,20.0,2.4979,"5:15, 6:40, 7:14, 8:14, 9:8, 10:3, 11:2, 12:4",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_47,25,4892,4892,500,103,20.6,2.304,"4:1, 5:16, 6:43, 7:15, 8:14, 9:5, 10:6, 11:3",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_48,25,4992,4992,500,95,19.0,2.495,"4:2, 5:13, 6:35, 7:7, 8:21, 9:8, 10:3, 11:3, 12:2, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_53,25,5492,5492,500,94,18.8,2.3459,"4:1, 5:15, 6:43, 7:11, 8:14, 9:1, 10:6, 11:3",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_54,25,5592,5592,500,114,22.8,2.5175,"4:1, 5:18, 6:45, 7:16, 8:19, 9:7, 10:2, 11:5, 13:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_55,25,5692,5692,500,108,21.6,2.3623,"3:1, 4:2, 5:16, 6:49, 7:18, 8:10, 9:3, 10:4, 11:4, 12:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_56,25,5792,5792,500,99,19.8,2.3647,"4:2, 5:17, 6:45, 7:10, 8:14, 9:3, 10:5, 11:1, 12:1, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_57,25,5892,5892,500,113,22.6,2.3944,"4:3, 5:18, 6:48, 7:7, 8:16, 9:10, 10:3, 11:5, 12:2, 13:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_58,25,5992,5992,500,98,19.6,2.3812,"5:13, 6:46, 7:18, 8:10, 9:8, 10:2, 12:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_59,25,6092,6092,500,107,21.4,2.5509,"3:1, 4:1, 5:22, 6:49, 7:12, 8:13, 9:4, 10:5",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n25_60,25,6192,6192,500,104,20.8,2.4882,"4:1, 5:16, 6:37, 7:17, 8:21, 9:2, 10:6, 11:3, 12:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_1,30,342,342,500,121,24.2,2.466,"4:4, 5:15, 6:44, 7:12, 8:28, 9:6, 10:6, 11:5, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_2,30,442,442,500,121,24.2,2.5054,"4:1, 5:18, 6:50, 7:11, 8:23, 9:10, 10:6, 11:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_3,30,542,542,500,117,23.4,2.4053,"4:3, 5:20, 6:50, 7:9, 8:16, 9:4, 10:9, 11:3, 14:2, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_4,30,642,642,500,133,26.6,2.5655,"4:5, 5:16, 6:52, 7:5, 8:31, 9:10, 10:7, 11:4, 12:2, 13:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_5,30,742,742,500,114,22.8,2.4884,"4:1, 5:19, 6:52, 7:13, 8:14, 9:6, 10:1, 11:3, 12:3, 13:1, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_6,30,842,842,500,106,21.2,2.5624,"4:1, 5:12, 6:46, 7:13, 8:17, 9:8, 10:5, 11:2, 12:1, 13:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_7,30,942,942,500,116,23.2,2.3667,"4:1, 5:11, 6:51, 7:9, 8:25, 9:7, 10:7, 11:3, 12:1, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_8,30,1042,1042,500,107,21.4,2.4446,"5:11, 6:53, 7:10, 8:16, 9:4, 10:9, 11:3, 12:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_33,30,3542,3542,500,123,24.6,2.5163,"4:2, 5:14, 6:52, 7:13, 8:20, 9:4, 10:7, 11:5, 12:3, 13:2, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_34,30,3642,3642,500,111,22.2,2.4202,"5:13, 6:49, 7:9, 8:27, 9:4, 10:3, 11:4, 12:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_35,30,3742,3742,500,121,24.2,2.461,"5:19, 6:51, 7:12, 8:24, 9:5, 10:5, 11:1, 12:1, 13:1, 14:1, 17:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_36,30,3842,3842,500,109,21.8,2.43,"4:1, 5:12, 6:45, 7:6, 8:25, 9:6, 10:5, 11:5, 12:2, 13:1, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_9,30,1142,1142,500,118,23.6,2.4688,"4:1, 5:16, 6:45, 7:12, 8:16, 9:7, 10:15, 11:3, 12:1, 13:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_10,30,1242,1242,500,125,25.0,2.5953,"4:3, 5:18, 6:42, 7:15, 8:29, 9:7, 10:6, 11:4, 13:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_11,30,1342,1342,500,94,18.8,2.3892,"4:1, 5:12, 6:42, 7:10, 8:12, 9:7, 10:6, 11:2, 13:1, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_12,30,1442,1442,500,127,25.4,2.558,"5:25, 6:55, 7:14, 8:17, 9:3, 10:4, 11:6, 12:1, 14:1, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_25,30,2742,2742,500,114,22.8,2.5115,"4:1, 5:18, 6:42, 7:15, 8:20, 9:10, 10:4, 11:3, 13:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_26,30,2842,2842,500,112,22.4,2.473,"4:1, 5:15, 6:43, 7:11, 8:24, 9:10, 10:5, 12:2, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_27,30,2942,2942,500,99,19.8,2.5542,"5:20, 6:50, 7:10, 8:9, 9:1, 10:6, 12:2, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_28,30,3042,3042,500,132,26.4,2.425,"4:2, 5:17, 6:63, 7:13, 8:21, 9:4, 10:5, 11:2, 12:4, 13:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_49,30,5142,5142,500,132,26.4,2.4296,"4:1, 5:21, 6:53, 7:17, 8:22, 9:5, 10:10, 13:3",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_50,30,5242,5242,500,120,24.0,2.5578,"5:12, 6:49, 7:16, 8:24, 9:4, 10:5, 11:6, 12:1, 13:3",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_51,30,5342,5342,500,114,22.8,2.4054,"4:1, 5:16, 6:47, 7:12, 8:17, 9:9, 10:7, 11:1, 12:1, 13:1, 15:1, 17:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_52,30,5442,5442,500,108,21.6,2.3819,"4:1, 5:15, 6:48, 7:17, 8:10, 9:6, 10:6, 11:2, 12:2, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_13,30,1542,1542,500,127,25.4,2.4798,"4:2, 5:23, 6:47, 7:15, 8:17, 9:7, 10:6, 11:4, 12:4, 13:1, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_14,30,1642,1642,500,118,23.6,2.5447,"5:18, 6:52, 7:7, 8:20, 9:7, 10:8, 11:5, 12:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_15,30,1742,1742,500,112,22.4,2.5522,"5:21, 6:48, 7:10, 8:16, 9:6, 10:7, 11:2, 12:1, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_16,30,1842,1842,500,137,27.4,2.467,"4:5, 5:14, 6:54, 7:14, 8:27, 9:5, 10:5, 11:5, 12:6, 13:1, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_45,30,4742,4742,500,135,27.0,2.5777,"5:20, 6:56, 7:19, 8:24, 9:6, 10:5, 11:3, 13:1, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_46,30,4842,4842,500,113,22.6,2.4875,"4:1, 5:19, 6:41, 7:11, 8:20, 9:10, 10:5, 11:3, 12:2, 13:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_47,30,4942,4942,500,117,23.4,2.4606,"4:3, 5:11, 6:44, 7:10, 8:17, 9:10, 10:14, 11:3, 12:1, 13:2, 14:1, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_48,30,5042,5042,500,111,22.2,2.6137,"4:2, 5:15, 6:42, 7:10, 8:21, 9:8, 10:5, 11:5, 12:2, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_53,30,5542,5542,500,106,21.2,2.4309,"4:3, 5:10, 6:55, 7:9, 8:11, 9:8, 10:7, 11:2, 12:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_54,30,5642,5642,500,128,25.6,2.4778,"4:1, 5:18, 6:47, 7:14, 8:28, 9:7, 10:5, 11:3, 12:2, 13:2, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_55,30,5742,5742,500,128,25.6,2.448,"5:24, 6:50, 7:14, 8:17, 9:6, 10:10, 11:6, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_56,30,5842,5842,500,123,24.6,2.4303,"4:1, 5:21, 6:48, 7:15, 8:17, 9:8, 10:9, 11:1, 12:2, 13:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_37,30,3942,3942,500,119,23.8,2.5287,"4:2, 5:16, 6:53, 7:10, 8:17, 9:10, 10:4, 11:4, 12:1, 13:1, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_38,30,4042,4042,500,128,25.6,2.39,"4:2, 5:17, 6:48, 7:15, 8:23, 9:6, 10:5, 11:5, 12:5, 13:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_39,30,4142,4142,500,95,19.0,2.4035,"4:1, 5:9, 6:46, 7:12, 8:13, 9:6, 10:6, 11:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_40,30,4242,4242,500,119,23.8,2.3866,"4:1, 5:14, 6:52, 7:13, 8:23, 9:2, 10:9, 11:1, 12:2, 13:1, 17:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_21,30,2342,2342,500,107,21.4,2.5228,"4:3, 5:10, 6:48, 7:9, 8:16, 9:9, 10:8, 11:1, 12:1, 13:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_22,30,2442,2442,500,123,24.6,2.4647,"4:2, 5:17, 6:48, 7:21, 8:14, 9:11, 10:4, 11:3, 12:3",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_23,30,2542,2542,500,117,23.4,2.4723,"4:1, 5:17, 6:45, 7:17, 8:22, 9:6, 10:4, 11:2, 12:3",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_24,30,2642,2642,500,124,24.8,2.3886,"5:22, 6:56, 7:15, 8:20, 9:5, 10:5, 12:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_29,30,3142,3142,500,115,23.0,2.4591,"4:2, 5:18, 6:47, 7:15, 8:19, 9:6, 10:4, 11:1, 12:2, 13:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_30,30,3242,3242,500,119,23.8,2.5331,"5:19, 6:48, 7:9, 8:24, 9:6, 10:8, 11:3, 12:1, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_31,30,3342,3342,500,130,26.0,2.3836,"5:14, 6:53, 7:16, 8:28, 9:6, 10:11, 11:1, 12:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_32,30,3442,3442,500,127,25.4,2.4829,"5:9, 6:53, 7:19, 8:25, 9:6, 10:10, 11:1, 12:1, 13:2, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_17,30,1942,1942,500,121,24.2,2.3966,"5:20, 6:57, 7:11, 8:20, 9:7, 10:4, 11:1, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_18,30,2042,2042,500,118,23.6,2.5136,"4:1, 5:20, 6:51, 7:12, 8:18, 9:5, 10:4, 11:2, 12:3, 13:1, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_19,30,2142,2142,500,125,25.0,2.4928,"4:1, 5:19, 6:51, 7:11, 8:14, 9:6, 10:9, 11:6, 12:5, 13:1, 14:1, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_20,30,2242,2242,500,90,18.0,2.3612,"5:13, 6:32, 7:9, 8:17, 9:8, 10:6, 11:3, 12:1, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_41,30,4342,4342,500,113,22.6,2.537,"4:3, 5:21, 6:47, 7:14, 8:20, 9:2, 10:3, 12:3",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_42,30,4442,4442,500,111,22.2,2.4708,"4:2, 5:19, 6:44, 7:13, 8:22, 9:2, 10:5, 11:1, 12:3",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_43,30,4542,4542,500,127,25.4,2.5591,"4:1, 5:12, 6:58, 7:11, 8:26, 9:5, 10:5, 11:4, 12:3, 14:1, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_44,30,4642,4642,500,133,26.6,2.7119,"4:3, 5:20, 6:51, 7:13, 8:25, 9:10, 10:6, 11:2, 13:3",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_57,30,5942,5942,500,138,27.6,2.5517,"4:3, 5:14, 6:57, 7:16, 8:34, 9:6, 10:4, 11:3, 12:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_58,30,6042,6042,500,122,24.4,2.3024,"4:1, 5:18, 6:53, 7:12, 8:23, 9:5, 10:8, 12:1, 13:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_59,30,6142,6142,500,119,23.8,2.4814,"4:2, 5:20, 6:46, 7:5, 8:23, 9:10, 10:9, 11:2, 14:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n30_60,30,6242,6242,500,122,24.4,2.4636,"4:2, 5:10, 6:59, 7:14, 8:16, 9:11, 10:3, 11:4, 12:3",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_1,35,392,392,500,131,26.2,2.552,"5:17, 6:61, 7:9, 8:24, 9:6, 10:5, 11:4, 12:4, 13:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_2,35,492,492,500,122,24.4,2.5863,"4:2, 5:17, 6:54, 7:12, 8:17, 9:9, 10:7, 12:3, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_3,35,592,592,500,110,22.0,2.334,"5:12, 6:42, 7:11, 8:22, 9:4, 10:12, 11:4, 12:1, 14:1, 16:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_4,35,692,692,500,136,27.2,2.5914,"5:13, 6:71, 7:11, 8:18, 9:7, 10:7, 11:4, 12:2, 13:2, 17:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_9,35,1192,1192,500,141,28.2,2.5475,"4:5, 5:13, 6:57, 7:11, 8:21, 9:11, 10:18, 11:1, 12:2, 14:1, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_10,35,1292,1292,500,132,26.4,2.5105,"5:19, 6:56, 7:11, 8:22, 9:13, 10:4, 11:2, 12:3, 13:1, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_11,35,1392,1392,500,100,20.0,2.3779,"5:14, 6:47, 7:7, 8:18, 9:5, 10:7, 11:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_12,35,1492,1492,500,107,21.4,2.3257,"4:1, 5:10, 6:41, 7:9, 8:23, 9:6, 10:8, 11:4, 12:3, 13:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_25,35,2792,2792,500,137,27.4,2.5761,"5:13, 6:46, 7:17, 8:32, 9:8, 10:15, 12:3, 13:1, 14:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_26,35,2892,2892,500,128,25.6,2.3897,"4:1, 5:13, 6:55, 7:11, 8:25, 9:7, 10:5, 11:7, 12:2, 13:1, 17:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_27,35,2992,2992,500,123,24.6,2.2816,"4:1, 5:15, 6:48, 7:11, 8:22, 9:8, 10:9, 11:2, 12:3, 13:1, 14:2, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_28,35,3092,3092,500,127,25.4,2.3534,"4:1, 5:14, 6:60, 7:11, 8:20, 9:6, 10:6, 11:1, 12:5, 13:2, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_29,35,3192,3192,500,122,24.4,2.5089,"4:2, 5:20, 6:52, 7:11, 8:23, 9:2, 10:8, 11:2, 12:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_30,35,3292,3292,500,108,21.6,2.4939,"4:2, 5:13, 6:49, 7:11, 8:15, 9:5, 10:7, 11:2, 12:2, 16:1, 18:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_31,35,3392,3392,500,132,26.4,2.5263,"4:2, 5:16, 6:59, 7:14, 8:24, 9:6, 10:1, 11:2, 12:4, 13:3, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_32,35,3492,3492,500,129,25.8,2.5001,"4:2, 5:12, 6:56, 7:11, 8:20, 9:13, 10:8, 11:3, 12:2, 15:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_13,35,1592,1592,500,134,26.8,2.5401,"4:2, 5:9, 6:54, 7:15, 8:24, 9:12, 10:5, 11:3, 12:5, 13:2, 15:3",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_14,35,1692,1692,500,131,26.2,2.562,"4:2, 5:15, 6:57, 7:7, 8:21, 9:11, 10:9, 11:2, 12:2, 13:2, 14:1, 15:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_15,35,1792,1792,500,127,25.4,2.5022,"4:1, 5:18, 6:50, 7:8, 8:20, 9:8, 10:11, 11:5, 12:1, 13:4, 17:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_16,35,1892,1892,500,118,23.6,2.482,"3:1, 4:2, 5:9, 6:59, 7:13, 8:17, 9:4, 10:6, 11:2, 12:5",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_17,35,1992,1992,500,105,21.0,2.4907,"4:1, 5:12, 6:52, 7:13, 8:14, 9:3, 10:3, 11:4, 12:1, 14:2",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_18,35,2092,2092,500,142,28.4,2.5185,"5:18, 6:53, 7:16, 8:30, 9:8, 10:6, 11:5, 12:3, 13:1, 14:1, 21:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_19,35,2192,2192,500,128,25.6,2.4596,"4:1, 5:16, 6:41, 7:14, 8:24, 9:10, 10:10, 11:3, 12:6, 13:2, 15:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_20,35,2292,2292,500,130,26.0,2.7352,"4:1, 5:11, 6:56, 7:13, 8:21, 9:7, 10:7, 11:6, 12:2, 13:3, 14:3",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_5,35,792,792,500,134,26.8,2.6184,"4:1, 5:16, 6:63, 7:12, 8:22, 9:4, 10:4, 11:4, 12:2, 13:3, 15:2, 17:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_6,35,892,892,500,111,22.2,2.4906,"4:1, 5:16, 6:32, 7:13, 8:20, 9:8, 10:10, 11:3, 12:2, 13:5, 14:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
Random_n35_7,35,992,992,500,122,24.4,2.4363,"4:2, 5:11, 6:51, 7:10, 8:26, 9:8, 10:7, 11:1, 13:4, 15:1, 18:1",22.py @ 2026-09-14 + source_resolved.py (source-resolved control)
